"unique_reserve","closed_n","closed_mean","closed_sd","closed_se","open_n","open_mean","open_sd","open_se","es","var","variable","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","Average.of.set_latitude","Average.of.set_longitude","Min.of.set_date","mpa_age","region_name","location_name","site","location_id","trip_year","PI","Average.of.depth","Average.of.visibility","Average.of.substrate_relief_mean","Average.of.set_productivity_2017ave","Average.of.hard_coral","Average.of.unconsolidated","Average.of.macroalgae","Average.of.soft_coral","Average.of.consolidated","Average.of.local_population_2010","Average.of.local_population_2015","Average.of.population_proporationaldifference_2010.15","Live_Coral","Shark_Protection_Status","Shark_fishing_restrictions","Shark_fishing_restrictions_cat","Shark_gears","Average.of.set_productivity_2017ave.1","Average.of.local_population_2010.1","Average.of.local_population_2015.1","Average.of.population_proporationaldifference_2010.15.1","Average.of.Grav_NC","Average.of.Grav_Total","Average.of.Grav_Cities","Average.of.Grav_NP","trip_id","Fisheries_Management","Unique_ID","FP_location_name","CoastLength","FP_location_code","EPI","Ehealth","EcoVitality","EPI_location_name","TradeHub","GINI_location_name","GINI_year","GINI","HDI_location_name","HDI_year","HDI","WGI_location_name","Voice_Accountability_year","Voice_Accountability","Government_Effectiveness_year","Government_Effectiveness","Regulatory_Quality_year","Regulatory_Quality","Rule_of_Law_year","Rule_of_Law","Control_Corruption_year","Control_Corruption","GDP_location_name","GDP_year","GDP_per_capita_USD","Population_location_name","Population_year","Population","SAUP_EEZ_name","Catch_year","Total_catch_tonnes","Total_catch_reported_only","Total_catch_value","Reef_catch_tonnes","Reef_catch_value","Tuna_catch_tonnes","Tuna_catch_value","Reefshark_catch_tonnes","Reefshark_catch_value","Shark_catch_tonnes","Shark_catch_value","Bechedemer_catch_tonnes","Bechedemer_catch_value","colin_SAUP_reef_sharks_catch_2016.2014","tax_haven","Shark_Sanctuary","log_mpa_area","log_GDP_per_capita_USD","sqrt_mpa_age","sqrt_Average.of.depth","sqrt_live_coral","log_Average.of.Grav_NC","log_Average.of.Grav_NP","log_Grav_Total_Plus_min","log_Reefshark_catch_tonnes","log_Average.of.local_population_2015","response"
"Halfmoon Cay",36,1.33333333333333,1.12122382116278,0.186870636860463,27,0.703703703703704,0.868899162725891,0.167219721832811,0.63907995928967,0.0761099357706006,"sharks",41.2,1982,"continuous","high",17.20029208,-87.54291585,"4/11/2015",33.8630137,"Western Atlantic","Belize","Belize",1,2015,"Chapman",14.04597701,7.574712644,1.514617241,0.258115039,0,36.59770115,0,39.35632184,11.64367816,350655.1769,401291.2578,0.144530451,39.35632184,"Restricted","Temporal; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Seine; Gillnet; Spear; Trap",0.249654167,350953.7557,401510.5395,0.14418879,2.330294474,49.55829228,13.28187925,1.000115649,"FP_2015_BZ_01","Effective",8,"Belize",386,"BZ",57.79,65.09,52.93,"Belize",0,"Belize",1999,53.3,"Belize",2015,0.706,"Belize",2016,0.669242859,2016,-0.676089704,2016,-0.51242882,2016,-0.86176306,2016,-0.24498421,"Belize",2016,4744.736397,"Belize",2016,366954,"Belize","2009-2014",7728.410136,4666.049394,12594139.11,2746.67807,8934483.472,1.001695353,1192.01747,430.5054577,233838.1408,1666.799394,1109651.277,0,0,"7242.997333",1,0,3.71843825635548,8.4647911556547,5.81919356096702,3.74779628715329,6.27346171104917,0.84599464328285,0.000115642313169996,3.90314959854015,6.06496000137163,12.902442771318,0.63907995928967
"Hawaii",66,1.21212121212121,1.13021647368514,0.139120030875308,89,0.0786516853932584,0.270719542109693,0.0286962140712567,2.73509811332428,0.14628996003996,"sharks",360000,2006,">20km to next reef","high",25.94340302,171.6365295,"11/09/2017",11.70136986,"Pacific","USA-Pacific","Hawaii",66,2017,"Heupel",18.132,8.878612717,2.062013095,0.065906882,16.25595238,18.64880952,1.547619048,0.178571429,63.14880952,130312.4843,145410.3098,0.058922387,16.43452381,"Restricted","Species; Bag","Moderate","Hook & Line; Longline; Drumline",0.065912614,142529.2797,159042.5263,0.064446361,1.882138631,294.55948276,1.413401381,13.09483298,"FP_2017_US-P_02","Effective",71,"USA-Pacific",85.7,"US-P",71.19,93.91,56.04,"United States of America",0,"United States",2016,41.5,"United States",2015,0.92,"United States",2016,1.103929162,2016,1.481050014,2016,1.497168064,2016,1.666049957,2016,1.330601931,"United States",2016,57638.15909,"United States",2016,323127513,"USA (West Coast)","2009-2014",593442.753,567870.4562,848641228,210.7308105,345066.4015,23314.75733,67897875.24,1,0,1975.176545,3606167.249,0,0,"#N/A",0,0,12.7938593104323,10.9619401115396,3.42072651055298,4.25816862042827,4.05395162896648,0.632408699980598,2.57221772339189,5.68548096150821,0,11.8873147480327,2.73509811332428
"iSimangaliso",48,0.75,1,0.144337567297406,45,0.755555555555556,1.00352912616959,0.149597289567745,-0.00738010729762253,0.07623961646453,"sharks",80,1998,"continuous","medium",-27.78474575,32.62824574,"9/11/2016",18.86849315,"Indian Ocean","South Africa","iSimangaliso",106,2016,"Meekan",29.2044586,9.051282051,1.844982051,0.168731036,10.90384615,44.1025641,6.185897436,2.608974359,34.33974359,1838833.634,1878440.209,0.021500327,13.51282051,"Restricted","Species","Limited","Hook & Line",0.169955478,1845241.958,1885021.938,0.021513193,1.208306601,199.03448276,79.47913036,1.004547889,"FP_2016_ZA_01","Ineffective",59,"South Africa",2798,"ZA",44.73,36.81,50.01,"South Africa",1,"South Africa",2015,63,"South Africa",2015,0.666,"South Africa",2016,0.644432366,2016,0.272058576,2016,0.211726665,2016,0.072629265,2016,0.049816653,"South Africa",2016,5274.546008,"South Africa",2016,55908865,"South Africa (Indian Ocean Coast)","2009-2014",10326.2996,2661.852349,39264427.61,2387.080819,10369228.06,1572.815501,7105771.503,3.420199741,2828.247365,748.710997,1497385.236,0,0,"#N/A",0,0,4.38202663467388,8.57064788980635,4.34378788041037,5.40411496916933,3.67597885059204,0.18921987608346,0.0045375786013687,5.29347808991422,1.22969895317025,14.4459523143706,-0.00738010729762253
"Jardines de la Reina",49,1,0.790569415042095,0.112938487863156,10,0.4,0.516397779494322,0.163299316185545,0.916290731874155,0.179421768707483,"sharks",950,1996,">20km to next reef","high",20.79488311,-78.92016242,"21/04/2018",22.3,"Western Atlantic","Cuba","Jardines de la Reina",2,2018,"Chapman",24.76842105,8.649122807,2.820087719,0.557309998,7.350877193,29.05263158,0.649122807,33.8245614,26.05263158,1203012.065,1197294.375,-0.005786781,41.1754386,"Closed","Area","Extensive","None",0.557309998,1203012.065,1197294.375,-0.005786781,4.370466693,33.52600818,18.40497248,1.010494079,"FP_2018_CU_01","Ineffective",17,"Cuba",3735,"CU",63.42,75.76,55.2,"Cuba",0,"Cuba",NA,-999,"Cuba",2015,0.775,"Cuba",2016,-1.628551126,2016,-0.12650013,2016,-1.338864088,2016,-0.412079066,2016,0.053174697,"Cuba",2015,7602.261218,"Cuba",2016,11475982,"Cuba","2009-2014",27850.51583,18301.62805,63458209.27,11661.33791,48783062.3,0,0,1,0,2073.9756,2646385.607,0,0,"11140.23383",0,0,6.85646198459459,8.93620101070575,4.72228758124704,4.97678822635643,6.41680906681818,1.47486979814219,0.0104393983688648,3.5123215011988,0,13.9955748816232,0.916290731874155
"Kapoposang 1",5,0.01,0.1,0.01,59,0.24728813559322,0.536237950619308,0.0698122348177165,-3.20796910461707,20.0796996696141,"sharks",100,2009,"<20km to next reef","low",-4.713769445,118.9408889,"6/04/2016",7.265753425,"Coral Triangle","Indonesia","Kapoposang",93,2016,"Simpfendorfer",16.3,8.8,1.405451899,0.776688031,20.10126582,34.02531646,0,8.898734177,33.78481013,7006626.598,7567247.483,0.080032144,29,"Restricted","Area","Limited","Spear; Hook & Line",0.776688031,7001054.81,7561412.073,0.080058444,8.003126091,101.81573276,7.811969055,1.000340359,"FP_2016_ID_01","None",30,"Indonesia",54720,"ID",46.92,45.44,47.9,"Indonesia",1,"Indonesia",2017,38.1,"Indonesia",2015,0.689,"Indonesia",2016,0.143167585,2016,0.013530596,2016,-0.122334793,2016,-0.355571955,2016,-0.387860954,"Indonesia",2016,3570.294888,"Indonesia",2016,261115456,"Indonesia (Central), Indonesia (Indian Ocean), Indonesia (Eastern)","2009-2014",7664573.248,5405965.174,12357556376,2055634.187,4366992910,680641.2903,1138995519,1847.354773,2220614.679,75195.53943,113834825.3,791.3664766,2514631.406,"#N/A",0,0,4.60517018598809,8.18040347304303,2.69550615376779,4.03732584763727,5.3851648071345,2.07983222672749,0.00034030109101504,4.62316463795149,7.52151004242547,15.8393399507055,-3.20796910461707
"Kapoposang 2",7,0.01,0.1,0.01,119,0.110840336134454,0.302390419518931,0.0277200843088735,-2.40550565960579,14.3482594050278,"sharks",100,2009,"<20km to next reef","low",-4.653546297,119.1305241,"11/04/2016",7.279452055,"Coral Triangle","Indonesia","Kapoposang",93,2016,"Simpfendorfer",15.01027397,8.661971831,1.480887943,0.698257746,29.63120567,34.33333333,1.425531915,5.602836879,25.46099291,6930028.471,7482480.685,0.07971176,35.23404255,"Restricted","Area","Limited","Spear; Hook & Line",0.695034865,6925621.141,7477662.589,0.079703135,8.787076426,116.68527646,8.919293153,1.000276117,"FP_2016_ID_01","None",30,"Indonesia",54720,"ID",46.92,45.44,47.9,"Indonesia",1,"Indonesia",2017,38.1,"Indonesia",2015,0.689,"Indonesia",2016,0.143167585,2016,0.013530596,2016,-0.122334793,2016,-0.355571955,2016,-0.387860954,"Indonesia",2016,3570.294888,"Indonesia",2016,261115456,"Indonesia (Central), Indonesia (Indian Ocean), Indonesia (Eastern)","2009-2014",7664573.248,5405965.174,12357556376,2055634.187,4366992910,680641.2903,1138995519,1847.354773,2220614.679,75195.53943,113834825.3,791.3664766,2514631.406,"#N/A",0,0,4.60517018598809,8.18040347304303,2.69804596977146,3.87430948299178,5.93582703167806,2.17328205409737,0.000276078886716887,4.75948036560887,7.52151004242547,15.8280749373492,-2.40550565960579
"Kisite",20,0.01,0.1,0.01,19,0.01,0.1,0.01,0,10.2631578947368,"sharks",28,1973,"<20km to next reef","high",-4.722915455,39.34794286,"1/12/2017",44.94520548,"Indian Ocean","Kenya","Kisite",107,2017,"Meekan",18.37560976,8.9,1.5901475,0.218191919,8.525,37.975,25.675,5.825,14,5467960.301,6118989.504,0.119062439,14.35,"Restricted","Gear; Species","Moderate","Hook & Line",0.218191919,5468625.591,6119738.72,0.119063299,62.39868443,289.47038016,109.0032416,1.032033888,"FP_2017_KE_01","Ineffective",34,"Kenya",536,"KE",47.25,42.96,50.12,"Kenya",0,"Kenya",2016,40.8,"Kenya",2015,0.555,"Kenya",2016,-0.14707087,2016,-0.314097196,2016,-0.300370425,2016,-0.530303478,2016,-0.897414804,"Kenya",2016,1455.359765,"Kenya",2016,48461567,"Kenya","2009-2014",18310.40858,10359.16487,48357358.65,6251.314827,26945318.51,2767.575808,4479977.066,2.147832228,1662.806275,1102.339348,2435594.207,0,0,"8543.242372",0,0,3.3322045101752,7.28300841020997,6.70411854608792,4.28667817313127,3.78813938497516,4.13354419230057,0.0315315037295439,5.66805297799625,0.764459067450923,15.6269075271302,0
"Lighthouse",15,0.866666666666667,0.915475416434127,0.236374736114112,9,0.666666666666667,0.707106781186548,0.235702260395516,0.262364264467491,0.199387151310228,"sharks",11.86,2005,"continuous","high",-21.78557045,114.156273,"15/05/2014",9.37260274,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2014,"Harvey",8.724137931,3.75862069,1.533355172,0.313831661,0,21.65517241,43.27586207,0.24137931,34.62068966,4898.902497,4899.173372,5.53e-05,0.24137931,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.31418911,4899.175947,4899.446774,5.53e-05,1.11746678,8.742816093,0,2.642139613,"LH_2014_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.47317139356958,10.8148725806984,3.06147068253152,2.95366516907384,0.491303684089586,0.111064319994378,0.971589048382987,2.16823234520685,6.92890972255499,8.4968217702755,0.262364264467491
"Mandu",8,0.25,0.707106781186548,0.25,5,0.6,1.34164078649987,0.6,-0.8754687373539,2,"sharks",13.49,2005,"continuous","high",-22.11807,113.86849,"18/08/2015",10.63287671,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",9.36,7.466666667,3.690126667,0.306702364,51,5.4,0,1.666666667,41.26666667,4907.738718,4907.988548,5.09e-05,52.66666667,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.306600979,4903.760335,4904.009796,5.09e-05,1.122798807,1.649867375,0,1.546510211,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.60194867021966,10.8148725806984,3.26080921091682,3.05941170815567,7.25718035258874,0.11582450298276,0.436000915772338,0.500694905894063,6.92890972255499,8.49861947249475,-0.8754687373539
"Maud",14,0.938571428571429,1.07161170596054,0.286400275382904,5,0.01,0.1,0.01,4.5417738694293,20.0931134039284,"sharks",21.51,2005,"continuous","high",-23.09501579,113.7359368,"22/08/2015",10.64383562,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",8.392,5.833333333,1.815275,0.316360728,0,37.08333333,24.5,0.5,37.625,710.2249925,710.2898231,8.9964e-05,0.5,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.31812512,704.6650054,704.7287775,8.92e-05,1.156914974,0.03448276,0,1.001758637,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.06851794327964,10.8148725806984,3.26248917546097,2.89689488935998,0.707106781186548,0.145756957179247,0.00175709240860303,-3.36729578998647,6.92890972255499,6.56567308829307,4.5417738694293
"MNP-11-1004",38,1.23684210526316,0.942515625401074,0.152896224190512,26,1,0.894427190999916,0.175411603861406,0.212561441983673,0.0460506960280613,"sharks",31769.3,2004,"<20km to next reef","high",-12.29227635,143.8665837,"15/11/2016",12.88219178,"Pacific","Australia-Pacific","North GBR",73,2016,"Heupel",17.75355556,6,2.086124176,0.264561667,31.97560976,21.18292683,4.481707317,10.54878049,29.65853659,1201.694944,1201.879333,0.000104476,0,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line",0.264624357,1151.885015,1152.046836,0.000101582,1.010384728,0.03448276,0.140351594,1.0000806,"FP_2016_AU-P_04","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,10.366255693656,10.8148725806984,3.58917703380594,4.21349683279815,0,0.0103311771338971,8.05967519945112e-05,-3.36729578998647,6.92890972255499,7.09164172153675,0.212561441983673
"MNP-13-1019",51,1.82352941176471,1.62118330059178,0.227011068837746,50,1.74,1.24228229727484,0.175685247310208,0.0468887472024925,0.0256923900475231,"sharks",555.7,2004,"<20km to next reef","high",-13.90569535,144.2211288,"23/11/2016",12.90410959,"Pacific","Australia-Pacific","North GBR",73,2016,"Heupel",14.6852071,4.914529915,0.802176316,0.142350899,4.578947368,35.94736842,8.140350877,2.754385965,42.28070175,622.0472083,622.1026035,8.91e-05,7.649122807,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.142355027,621.9626864,622.0180741,8.91e-05,1.384211818,0.093888701,0.384211818,1.0000857,"FP_2016_AU-P_04","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.32022858028588,10.8148725806984,3.59222905589273,3.83212827290528,2.76570475774259,0.325130893172737,8.56963279648715e-05,-2.36564523014662,6.92890972255499,6.4331050365307,0.0468887472024925
"MNP-18-1081",92,1.75,1.45726674758823,0.151930560999109,101,0.702970297029703,0.94387027133442,0.0939186022711341,0.912056427735367,0.0253869049654065,"sharks",831.4,2004,"<20km to next reef","high",-18.58072308,147.572776,"27/01/2016",12.07945205,"Pacific","Australia-Pacific","Mid GBR",73,2016,"Heupel",15.00211268,8.648484848,2.320679755,0.523355066,31.97560976,21.18292683,4.481707317,10.54878049,29.65853659,261253.7034,261287.1302,0.000127902,42.55487805,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line",0.535292773,261720.105,261753.6202,0.000128015,2.235548863,2.03448276,1.5982677,1.001684168,"FP_2016_AU-P_03","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.72311102681854,10.8148725806984,3.47555061105431,3.87325608241954,6.52341000167857,0.804486774202965,0.00168275137940218,0.710241614597211,6.92890972255499,12.4733751973298,0.912056427735367
"MNP-18-1084",15,1.2,0.861891607371335,0.222539456105675,103,0.669902912621359,0.900853076251302,0.0887636911354778,0.582944040426331,0.0519483996076902,"sharks",17.3,2004,"<20km to next reef","high",-18.62412095,147.2962653,"25/01/2016",12.0739726,"Pacific","Australia-Pacific","Mid GBR",73,2016,"Heupel",15.552,8.527472527,2.086124176,0.332210274,34.27472527,24.43956044,0,7.791208791,32.59340659,271330.43,271363.0766,0.000120307,42.06593407,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.332441684,271361.231,271393.8822,0.000120311,2.746236497,3.703974285,2.558651811,1.0000778,"FP_2016_AU-P_03","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.85070650150373,10.8148725806984,3.47476223647029,3.9436024140372,6.48582562747411,1.01023142781793,7.77969737368669e-05,1.30940637426523,6.92890972255499,12.5112129692278,0.582944040426331
"MNP-23-1164",19,0.947368421052632,1.02597835208515,0.235375576578925,24,0.416666666666667,0.775531608229039,0.158304726630098,0.821401516083624,0.206076221148685,"sharks",52.3,2004,"<20km to next reef","high",-23.48925259,152.0676326,"16/06/2018",14.46575342,"Pacific","Australia-Pacific","South GBR",73,2018,"Heupel",14.84814815,9,1,0.260442424,0,0,100,0,0,229894.4166,229924.0934,0.000129089,0,"Restricted","Species; Bag; Entrants; Gear; Area","Extensive","Hook & Line; Drumline; Trawl;",0.260442424,229912.1753,229941.7172,0.000128493,1.379879838,5.453087411,2.125378518,1.0000203,"FP_2018_AU-P_02","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.95699637107088,10.8148725806984,3.80338709836377,3.85332948889658,0,0.321996421464917,2.02997939578726e-05,1.69618194570725,6.92890972255499,12.3455045047382,0.821401516083624
"Namena",31,1.38709677419355,1.05443252841955,0.189381672733649,28,0.285714285714286,0.460043706228236,0.0869400884928835,1.57997587970378,0.111233299280893,"sharks",60.6,1997,"continuous","medium",-17.09424101,179.0959101,"17/05/2016",19.38630137,"Pacific","Fiji","Kubulau",68,2016,"Harvey",16.16216216,8.783333333,3.191591379,0.382195258,28.63793103,17.31034483,0,0.603448276,51.67241379,382409.8485,387143.6009,0.012258114,29.24137931,"Restricted","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.382526818,381173.5415,385803.5892,0.012009292,1.683814538,7.28448276,0.683814538,1.015364659,"FP_2016_FJ_01","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,4.10429489307527,8.56282970672509,4.40298777763464,4.02021916815489,5.4075298713923,0.521061777926201,0.0152478179224943,1.98574643644016,6.04167438758376,12.8665509649426,1.57997587970378
"Namuri",7,0.714285714285714,1.11269728052837,0.420560041253707,5,0.4,0.547722557505166,0.244948974278318,0.579818495252942,0.721666666666667,"sharks",4.25,2005,"continuous","low",-16.943215,179.06118,"21/05/2016",11.39178082,"Pacific","Fiji","Kubulau",68,2016,"Harvey",13.69230769,8.8,3.27986,0.344613007,44.6,0,0,0,53.2,299210.8839,299207.5383,-3.48e-05,44.6,"Closed","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.347298637,298492.1252,298452.0619,-0.000156045,1.505344782,10.03448276,0.505344782,1.041539418,"FP_2016_FJ_02","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,1.44691898293633,8.56282970672509,3.37517122824902,3.70031183685916,6.6783231428256,0.409021962993396,0.0406998283382709,2.30602743732248,6.04167438758376,12.608892719618,0.579818495252942
"Nasue",17,0.352941176470588,0.492592183071889,0.119471153009352,6,0.333333333333333,0.816496580927726,0.333333333333333,0.0571584138399488,1.11458333333333,"sharks",8.14,2005,"continuous","low",-16.85529318,179.0954268,"21/05/2016",11.39178082,"Pacific","Fiji","Kubulau",68,2016,"Harvey",16.79310345,6,2.4954,0.317201065,36.23076923,28.80769231,0,0,30.65384615,265623.516,264173.6224,-0.005526333,37.36,"Closed","Area; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Gillnet",0.316109527,266026.6239,264589.2172,-0.005466417,1.457566294,10.67448276,0.457566294,1.177500086,"FP_2016_FJ_02","Effective",23,"Fiji",1129,"FJ",53.09,61.7,47.35,"Fiji",1,"Fiji",2013,36.7,"Fiji",2015,0.736,"Fiji",2016,-0.027435975,2016,-0.263694465,2016,-0.377137929,2016,-0.29466182,2016,0.134271145,"Fiji",2016,5233.469423,"Fiji",2016,898760,"Fiji","2009-2014",45253.28706,41436.15909,167056448,17756.9927,85049702.31,14444.53758,44166038.53,420.5966875,615128.7439,2330.563091,3416605.491,80,123360,"104.1934052",1,0,2.09679018001445,8.56282970672509,3.37517122824902,4.09793892707053,6.11228271597445,0.376768122942245,0.163393619944527,2.367856104545,6.04167438758376,12.4843618265705,0.0571584138399488
"Ngeruangel",58,1.51724137931034,1.5130007283117,0.198666728548772,62,1.08064516129032,1.01300376412121,0.128651606695065,0.339335569585913,0.0313182143854513,"sharks",35,1996,"<20km to next reef","high",8.173625874,134.6293075,"31/05/2016",20.4,"Pacific","Palau","Palau North",88,2016,"Heupel",16.85747126,8.597701149,1.461485882,0.079551531,24.67058824,17.36470588,3.823529412,2.305882353,47.82352941,17196.88031,20728.69339,0.207711186,26.97647059,"Closed","Area","Extensive","None",0.079551531,17196.88031,20728.69339,0.207711186,1.088017144,0.068965519,0.088017144,1.010928826,"FP_2016_PW_01","Effective",50,"Palau",1519,"PW",NA,NA,NA,"",0,"",NA,-999,"Palau",2015,0.788,"Palau",2016,1.225386143,2016,-0.40572989,2016,-0.176109254,2016,0.317480952,2016,-0.468252689,"Palau",2016,14428.14026,"Palau",2016,21503,"Palau","2009-2014",71418.45172,64009.62107,180864733.1,47618.7108,103212844.6,63444.23711,159502101.2,14.36144964,11017.17239,1148.879379,1559887.188,0,0,"2857.655755",1,1,3.55534806148941,9.57693576335128,4.51663591625449,4.10578509666544,5.19388781068671,0.0843569056625462,0.0108695379558138,-2.67414862392653,2.66454750838571,9.93927417353501,0.339335569585913
